"","acs_col","var_name","universe_col","pretty_name_count","pretty_name_proportion","acs_variable_name_to_interpolate_by_sum_boolean_mapping","year"
"1056","B23001_150","females_60_61_unemployed","B23001_145","Total females 60 to 61 who are unemployed (count)","Percent of females 60 to 61 who are unemployed (Proportion of females 16 years and older)",TRUE,"2012-2018"
"1057","B23001_151","females_60_61_not_in_labor_force","B23001_145","Total females ages 60 to 61 who are not in the labor force (count)","Percent of females ages 60 to 61 who are not in the labor force (proportion of all females ages 60 to 61)",TRUE,"2012-2018"
"1058","B23001_152","females_62_64","B23001_088","Total females ages 62 to 64 (count)","Percent of females ages 62 to 64 (proportion of all females ages 16 and older)",TRUE,"2012-2018"
"1059","B23001_157","females_62_64_unemployed","B23001_152","Total females 62 to 64 who are unemployed (count)","Percent of females 62 to 64 who are unemployed (Proportion of females ages 62 to 64)",TRUE,"2012-2018"
"1060","B23001_158","females_62_64_not_in_labor_force","B23001_152","Total females ages 62 to 64 who are not in the labor force (count)","Percent of females ages 62 to 64 who are not in the labor force (proportion of all women ages 62 to 64)",TRUE,"2012-2018"
"1061","B23001_159","females_65_69","B23001_088","Total females ages 65 to 69 (count)","Percent of females ages 65 to 69 (proportion of all females age 16 and older)",TRUE,"2012-2018"
"1062","B23001_162","females_65_69_unemployed","B23001_159","Total females 65 to 69 who are unemployed (count)","Percent of females 65 to 69 who are unemployed (Proportion of females ages 65 to 69)",TRUE,"2012-2018"
"1063","B23001_163","females_65_69_not_in_labor_force","B23001_159","Total females ages 65 to 69 who are not in the labor force (count)","Percent of females ages 65 to 69 who are not in the labor force (proportion of all females ages 65 to 69)",TRUE,"2012-2018"
"1064","B23001_164","females_70_74","B23001_088","Total females ages 70 to 74 (count)","Percent of females ages 70 to 74 (proportion of all female ages 16 and older)",TRUE,"2012-2018"
"1065","B23001_167","females_70_74_unemployed","B23001_167","Total females 70 to 74 who are unemployed (count)","Percent of females 70 to 74 who are unemployed (Proportion of females ages 70 to 74)",TRUE,"2012-2018"
"1066","B23001_168","females_70_74_not_in_labor_force","B23001_167","Total females ages 70 to 74 who are not in the labor force (count)","Percent of females ages 70 to 74 who are no in the labor force (proportion of all females ages 70 to 74)",TRUE,"2012-2018"
"1067","B23001_169","females_75_older_employment_determined","B23001_088","Total females age 75 and older (count)","Percent of females ages 75 and older (proportion of all females age 16 and older)",TRUE,"2012-2018"
"1068","B23001_172","females_75_unemployed","B23001_169","Females 75 and older who are unemployed (count)","Percent of females 75 and older who are unemployed (Proportion of all females 75 years and older",TRUE,"2012-2018"
"1069","B23001_173","females_75_not_in_labor_force","B23001_169","Total females 75 and older who are not in the labor force (count)","Percent of females 75 and older who are not in the labor force (proportion of all females ages 75 and older)",TRUE,"2012-2018"
"1070","B01001_001","total_pop","","Total Population (count)","",TRUE,"2019"
"1071","B01001_002","men","B01001_001","Male residents (count)","Males (proportion of population)",TRUE,"2019"
"1072","B01001_003","males_under_5","B01001_002","Male residents under 5 (count)","Male residents under 5 (proportion of all male residents)",TRUE,"2019"
"1073","B01001_004","males_5_to_9","B01001_002","Male residents 5 to 9 (count)","Male residents 5 to 9 (proportion of all male residents)",TRUE,"2019"
"1074","B01001_005","males_10_to_14","B01001_002","Male residents 10 to 14 (count)","Male residents 10 to 14 (proportion of all male residents)",TRUE,"2019"
"1075","B01001_006","males_15_to_17","B01001_002","Male residents 15 to 17 (count)","Male residents 15 to 17 (proportion of all male residents)",TRUE,"2019"
"1076","B01001_007","males_18_to_19","B01001_002","Male residents 18 to 19 (count)","Male residents 18 to 19 (proportion of all male residents)",TRUE,"2019"
"1077","B01001_008","males_age20","B01001_002","Male residents age 20 (count)","Male residents age 20 (proportion of all male residents)",TRUE,"2019"
"1078","B01001_009","males_age21","B01001_002","Male residnets age 21 (count)","Male residents age 21 (proportion of all male residents)",TRUE,"2019"
"1079","B01001_010","males_22_to_24","B01001_002","Male residents 22 to 24 (count)","Male residents 22 to 24 (proportion of all male residents)",TRUE,"2019"
"1080","B01001_011","males_25_to_29","B01001_002","Male residents 25 to 29 (count)","Male residents 25 to 29 (proportion of all male residents)",TRUE,"2019"
"1081","B01001_012","males_30_to_34","B01001_002","Male residents 30 to 34 (count)","Male residents 30 to 34 (proportion of all male residents)",TRUE,"2019"
"1082","B01001_013","males_35_to_39","B01001_002","Male residents 35 to 39 (count)","Male residents 35 to 39 (proportion of all male residents)",TRUE,"2019"
"1083","B01001_014","males_40_to_44","B01001_002","Male residents 40 to 44 (count)","Male residents 40 to 44 (proportion of all male residents)",TRUE,"2019"
"1084","B01001_015","males_45_to_49","B01001_002","Male residents 45 to 49 (count)","Male reidents 45 to 49 (proportion of all male residents)",TRUE,"2019"
"1085","B01001_016","males_50_to_54","B01001_002","Male residents 50 to 54 (count)","Male residents 50 to 54 (proportion of all male residents)",TRUE,"2019"
"1086","B01001_017","males_55_to_59","B01001_002","Male residents 55 to 59 (count)","Male residents 55 to 59 (proportion of all male residents)",TRUE,"2019"
"1087","B01001_018","males_60_to_61","B01001_002","Male residents 60 to 61 (count)","Male residents 60 to 61 (proportion of all male residents)",TRUE,"2019"
"1088","B01001_019","males_62_to_64","B01001_002","Male residents 62 to 64 (count)","Male residents 62 to 64 (proportion of all male residents)",TRUE,"2019"
"1089","B01001_020","males_65_to_66","B01001_002","Male residents 65 to 66 (count)","Male residents 65 to 66 (proportion of all male residents)",TRUE,"2019"
"1090","B01001_021","males_67_to_69","B01001_002","Male residents 67 to 69count)","Male residents 67 to 69 (proportion of all male residents)",TRUE,"2019"
"1091","B01001_022","males_70_to_74","B01001_002","Male residents 70 to 74 (count)","Male residents 70 to 74 (proportion of all male residents)",TRUE,"2019"
"1092","B01001_023","males_75_to_79","B01001_002","Male residents 75 to 79 (count)","Male residents 75 to 79 (proportion of all male residents)",TRUE,"2019"
"1093","B01001_024","males_80_to_84","B01001_002","Male residents 80 to 84 (count)","Male residents 80 to 84 (proportion of all male residents)",TRUE,"2019"
"1094","B01001_025","males_85_and_older","B01001_002","Male residents 85 and older (count)","Male residents 85 and older (proportion of all male residents)",TRUE,"2019"
"1095","B01001_026","women","B01001_001","Female residents (count)","Female residents (proportion of population)",TRUE,"2019"
"1096","B01001_027","females_under_5","B01001_026","Female residents under 5 (count)","Female residents under 5 (proportion of all female residents)",TRUE,"2019"
"1097","B01001_028","females_5_to_9","B01001_026","Female residents 5 to 9 (count)","Female residents 5 to 9 (proportion of all female residents)",TRUE,"2019"
"1098","B01001_029","females_10_to_14","B01001_026","Female residents 10 to 14 (count)","Female residents 10 to 14 (proportion of all female residents)",TRUE,"2019"
"1099","B01001_030","females_15_to_17","B01001_026","Female residents 15 to 17 (count)","Female residents 15 to 17 (proportion of all female residents)",TRUE,"2019"
"1100","B01001_031","females_18_to_19","B01001_026","Female residents 18 to 19 (count)","Female residents 18 to 19 (proportion of all female residents)",TRUE,"2019"
"1101","B01001_032","females_age20","B01001_026","Female residents age 20 (count)","Female residents age 20 (proportion of all Female residents)",TRUE,"2019"
"1102","B01001_033","females_age21","B01001_026","Female residnets age 21 (count)","Female residents age 21 (proportion of all Female residents)",TRUE,"2019"
"1103","B01001_034","females_22_to_24","B01001_026","Female residents 22 to 24 (count)","Female residents 22 to 24 (proportion of all Female residents)",TRUE,"2019"
"1104","B01001_035","females_25_to_29","B01001_026","Female residents 25 to 29 (count)","Female residents 25 to 29 (proportion of all Female residents)",TRUE,"2019"
"1105","B01001_036","females_30_to_34","B01001_026","Female residents 30 to 34 (count)","Female residents 30 to 34 (proportion of all Female residents)",TRUE,"2019"
"1106","B01001_037","females_35_to_39","B01001_026","Female residents 35 to 39 (count)","Female residents 35 to 39 (proportion of all Female residents)",TRUE,"2019"
"1107","B01001_038","females_40_to_44","B01001_026","Female residents 40 to 44 (count)","Female residents 40 to 44 (proportion of all Female residents)",TRUE,"2019"
"1108","B01001_039","females_45_to_49","B01001_026","Female residents 45 to 49 (count)","Female reidents 45 to 49 (proportion of all Female residents)",TRUE,"2019"
"1109","B01001_040","females_50_to_54","B01001_026","Female residents 50 to 54 (count)","Female residents 50 to 54 (proportion of all Female residents)",TRUE,"2019"
"1110","B01001_041","females_55_to_59","B01001_026","Female residents 55 to 59 (count)","Female residents 55 to 59 (proportion of all Female residents)",TRUE,"2019"
"1111","B01001_042","females_60_to_61","B01001_026","Female residents 60 to 61 (count)","Female residents 60 to 61 (proportion of all Female residents)",TRUE,"2019"
"1112","B01001_043","females_62_to_64","B01001_026","Female residents 62 to 64 (count)","Female residents 62 to 64 (proportion of all Female residents)",TRUE,"2019"
"1113","B01001_044","females_65_to_66","B01001_026","Female residents 65 to 66 (count)","Female residents 65 to 66 (proportion of all Female residents)",TRUE,"2019"
"1114","B01001_045","females_67_to_69","B01001_026","Female residents 67 to 69count)","Female residents 67 to 69 (proportion of all Female residents)",TRUE,"2019"
"1115","B01001_046","females_70_to_74","B01001_026","Female residents 70 to 74 (count)","Female residents 70 to 74 (proportion of all Female residents)",TRUE,"2019"
"1116","B01001_047","females_75_to_79","B01001_026","Female residents 75 to 79 (count)","Female residents 75 to 79 (proportion of all Female residents)",TRUE,"2019"
"1117","B01001_048","females_80_to_84","B01001_026","Female residents 80 to 84 (count)","Female residents 80 to 84 (proportion of all Female residents)",TRUE,"2019"
"1118","B01001_049","females_85_and_older","B01001_026","Female residents 85 and older (count)","Female residents 85 and older (proportion of all Female residents)",TRUE,"2019"
"1119","B01001H_001","non_hisp_white","B01001_001","Non-hispanic white residents (count)","Percent of non-hispanic white residents (proportion of all residents)",TRUE,"2019"
"1120","B02001_002","white_alone","B01001_001","White residents (count)","White residents (proportion of all residents)",TRUE,"2019"
"1121","B02001_003","black_alone","B01001_001","Black residents (count)","Black residents (proportion of all residents)",TRUE,"2019"
"1122","B02001_004","americanindian_or_alaskanative_alone","B01001_001","American Indian or Alaska Native residents (count)","American Indian or Alaska Native residents (proportion of all residents)",TRUE,"2019"
"1123","B02001_005","asian_alone","B01001_001","Asian residents (count)","Asian residents (proportion of all residents)",TRUE,"2019"
"1124","B02001_006","pacific_islander_alone","B01001_001","Pacific islander residents (count)","Pacific islander residents (proportion of all residents)",TRUE,"2019"
"1125","B02001_007","other_race_alone","B01001_001","Other race residents (count)","Other race residents (proportion of all residents)",TRUE,"2019"
"1126","B02001_008","two_or_more_races","B01001_001","Two or more race residents (count)","Two or more race residents (proportion of all residents)",TRUE,"2019"
"1127","B03002_001","total_pop_ethnicity","","Total population, ethnicity determined","",TRUE,"2019"
"1128","B03002_004","nh_black_alone","B03002_001","Non-Hispanic black residents","Percent of non-Hispanic Black residents (proportion of all residents)",TRUE,"2019"
"1129","B05001_002","citizen_born_in_states","","Citizens born in US (count)","",TRUE,"2019"
"1130","B05001_003","citizen_born_in_territories","","Citizens born in US Territories (count)","",TRUE,"2019"
"1131","B05001_004","citizen_born_abroad","","Citizens born abroad (count)","",TRUE,"2019"
"1132","B05001_005","citizen_naturalized","","Naturalized citizens (count)","",TRUE,"2019"
"1133","B05001_006","non_citizen","","Non-citizens (count)","",TRUE,"2019"
"1134","B05012_002","native","","Native born residents (count)","",TRUE,"2019"
"1135","B05012_003","foreign_born","","Foreign born residents (count)","",TRUE,"2019"
"1136","B06008_001","pop_15_and_over","","Residents aged 15 and older (count)","",TRUE,"2019"
"1137","B06008_002","never_married","B06008_001","Never-married residents aged 15 and older (count)","Never-married residents aged 15 and older (proportion of residents aged 15 and older)",TRUE,"2019"
"1138","B06008_003","married_not_separated","B06008_001","Married not separated residents (count)","Married not separated residents (proportion of residents aged 15 and older)",TRUE,"2019"
"1139","B06008_004","divorced","B06008_001","Divorced residents (count)","Divorced residents (proportion of residents aged 15 and older)",TRUE,"2019"
"1140","B06008_005","separated","B06008_001","Married separated residents (count)","Married separated residents (proportion of residents aged 15 and older)",TRUE,"2019"
"1141","B06008_006","widowed","B06008_001","Windowed residents (count)","Windowed residents (proportion of residents aged 15 and older)",TRUE,"2019"
"1142","B06008_007","born_in_state","B06008_001","Residents born in current state (count)","Residents born in current state (proportion of residents aged 15 and older)",TRUE,"2019"
"1143","B06008_013","born_in_other_state","B06008_001","Residents born in another state (count)","Residents born in another state (proportion of residents aged 15 and older)",TRUE,"2019"
"1144","B06009_001","pop_25_above","","Population 25 years and older (count)","",TRUE,"2019"
"1145","B06009_002","no_hsdiploma","B06009_001","Residents (25+) with less than hs education (count)","Proportion of residents (ages 25+) with less than a high school diploma (proportion of all residents 25 years and older)",TRUE,"2019"
"1146","B06012_001","total_pop_poverty_level_deter","","Total population for whom poverty level is determined (count)","",TRUE,"2019"
"1147","B06012_002","pop_below_100_poverty_threshold","B06012_001","Population below 100% of the poverty level (count)","Percent of population below 100% of the poverty level (proportion of total population for whome poverty status is determined)",TRUE,"2019"
"1148","B06012_003","pop_100_to_149_poverty_threshold","B06012_001","Population at 100 to 149 percent of the poverty level (count","Percent of population at 100 to 149 percent of the poverty level (proportion of total populatoin for whom poverty status is determined)",TRUE,"2019"
"1149","B07201_002","same_house_last_year","","People living in the same house they lived last year (count)","",TRUE,"2019"
"1150","B07201_004","moved_within_msa","","People moved within the same metropolitan statistical area (count)","",TRUE,"2019"
"1151","B07201_014","moved_from_abroad","","People moved from abroad (count)","",TRUE,"2019"
"1152","B08006_001","workers_over_15","","Workers aged 15 and older (count)","",TRUE,"2019"
"1153","B08006_003","drive_alone_commuters","B08006_001","Drive alone commuters (count)","Drive alone commuters (proportion of employed residents aged 15 and older)",TRUE,"2019"
"1154","B08006_004","carpool_commuters","B08006_001","Carpool commuters (count)","Carpool commuters (proportion of employed residents aged 15 and older)",TRUE,"2019"
"1155","B08006_008","transit_commuters","B08006_001","Transit commuters (count)","Transit commuters (proportion of employed residents aged 15 and older)",TRUE,"2019"
"1156","B08006_014","bike_commuters","B08006_001","Bicycle commuters (count)","Bicycle commuters (proportion of employed residents aged 15 and older)",TRUE,"2019"
"1157","B08006_015","walk_commuters","B08006_001","Walking commuters (count)","Walking commuters (proportion of employed residents aged 15 and older)",TRUE,"2019"
"1158","B08006_016","other_commuters","B08006_001","Other mode commuters (count)","Other mode commuters (proportion of employed residents aged 15 and older)",TRUE,"2019"
"1159","B08006_017","work_at_home","B08006_001","Work at home (count)","Work at home (proportion of employed residents aged 15 and older)",TRUE,"2019"
"1160","B08302_002","start_commute_before_5am","B08006_001","Start commute before 5 am (count)","Start commute before 5 am (proportion of employed residents aged 15 and older)",TRUE,"2019"
"1161","B08302_003","commute_start_5_530","B08006_001","Start commute between 5:00 and 5:30 am (count)","Start commute between 5:00 and 5:30 am (proportion of employed residents aged 15 and older)",TRUE,"2019"
"1162","B08302_004","commute_start_530_6","B08006_001","Start commute between 5:30 and 6:00 am (count)","Start commute between 5:30 and 6:00 am (proportion of employed residents aged 15 and older)",TRUE,"2019"
"1163","B08302_005","commute_start_6_630","B08006_001","Start commute between 6:00 and 6:30 am (count)","Start commute between 6:00 and 6:30 am (proportion of employed residents aged 15 and older)",TRUE,"2019"
"1164","B08302_006","commute_start_630_7","B08006_001","Start commute between 6:30 and 7:00 am (count)","Start commute between 6:30 and 7:00 am (proportion of employed residents aged 15 and older)",TRUE,"2019"
"1165","B08302_007","commute_start_7_730","B08006_001","Start commute between 7:00 and 7:30 am (count)","Start commute between 7:00 and 7:30 am (proportion of employed residents aged 15 and older)",TRUE,"2019"
"1166","B08302_008","commute_start_730_8","B08006_001","Start commute between 7:30 and 8:00 am (count)","Start commute between 7:30 and 8:00 am (proportion of employed residents aged 15 and older)",TRUE,"2019"
"1167","B08302_009","commute_start_8_830","B08006_001","Start commute between 8:00 and 8:30 am (count)","Start commute between 8:00 and 8:30 am (proportion of employed residents aged 15 and older)",TRUE,"2019"
"1168","B08302_010","commute_start_830_9","B08006_001","Start commute between 8:30 and 9:00 am (count)","Start commute between 8:30 and 9:00 am (proportion of employed residents aged 15 and older)",TRUE,"2019"
"1169","B08302_011","commute_start_9_10","B08006_001","Start commute between 9:00 and 10:00 am (count)","Start commute between 9:00 and 10:00 am (proportion of employed residents aged 15 and older)",TRUE,"2019"
"1170","B08302_012","commute_start_10_11","B08006_001","Start commute between 10:00 and 11:00 am (count)","Start commute between 10:00 and 11:00 am (proportion of employed residents aged 15 and older)",TRUE,"2019"
"1171","B08302_013","commute_start_11_12","B08006_001","Start commute between 11:00 am and 12:00 pm (count)","Start commute between 11:00 am and 12:00 pm (proportion of employed residents aged 15 and older)",TRUE,"2019"
"1172","B08302_014","commute_start_12_4pm","B08006_001","Start commute between 12:00 and 4:00 pm (count)","Start commute between 12:00 and 4:00 pm (proportion of employed residents aged 15 and older)",TRUE,"2019"
"1173","B08302_015","commute_start_4pm_on","B08006_001","Start commute between after 4:00 pm (count)","Start commute between after 4:00 pm (proportion of employed residents aged 15 and older)",TRUE,"2019"
"1174","B11003_001","total_households_chil_determined","","Total households, number of children determined (count)","",TRUE,"2019"
"1175","B11003_009","male_head_alone","B11003_001","Male householder, no spouse or partner","Percent of male househoders, no spouse or partner (proportion of all families)",TRUE,"2019"
"1176","B11003_010","family_male_head_kids","B11003_001","Family with male householder, no spouse or partner,  with own kids (count)","Percent of males living alone with own kids under 18 (Proportion of all households)",TRUE,"2019"
"1177","B11003_015","female_head_alone","B11003_001","Female houseoholder, no spouse or partner","Percent of female househoders, no spouse or partner (proportion of all families)",TRUE,"2019"
"1178","B11003_016","family_type_female_head_kids","B11003_001","Families with female householders, no spouse or partner, with own children under 18 (count)","Percent of female householders, no spouse or partner, with own children under 18 (percent of households)",TRUE,"2019"
"1179","B11004_001","total_families","","Total families (count)","",TRUE,"2019"
"1180","B11004_010","male_head_relatedkids","B11004_001","Male householder living alone with related kids under 18 (count)","Percent of male householders with related kids under 18 (proportion of all families)",TRUE,"2019"
"1181","B11004_016","female_head_relatedkids","B11004_001","Female householder living alone with related kids under 18 (count)","Percent of female householders with related kids under 18 (proportion of all families)",TRUE,"2019"
"1182","B11010_001","total_nonfamily_households","","Total nonfamily households (count)","",TRUE,"2019"
"1183","B11010_003","male_householder_alone","B11010_001","Male householder, living alone","",TRUE,"2019"
"1184","B11010_010","female_householder_alone","B11010_001","Female householder, living alone (count)","",TRUE,"2019"
"1185","B11011_001","total_households_units_determined","","Total households, units determined (count)","",TRUE,"2019"
"1186","B11012_001","total_households","","Total households (count)","",TRUE,"2019"
"1187","B11012_009","living_alone_female","B11012_001","Female householder, no spouse or partner (count)","Percent of female householders with no spouse or partner (proportin of all households)",TRUE,"2019"
"1188","B11012_010","household_type_female_head_kids","B11012_001","Households with female householders, no spouse or partner, with own children under 18 (count)","Percent of female householders, no spouse or partner, with own children under 18 (percent of households)",TRUE,"2019"
"1189","B11012_014","living_alone_male","B11012_001","Male householder living alone (count)","Percent of males living alone (Proportion of all households)",TRUE,"2019"
"1190","B11012_015","household_male_head_kids","B11012_001","Househld with male householder, no spouse or partner, with kids under 18 years (count)","Percent of male householder, no spouse or partner, with kids under 18 years (proportion of all households)",TRUE,"2019"
"1191","B15002_002","male_pop_25_and_over","","Male Residents aged 25 and older (count)","",TRUE,"2019"
"1192","B15002_011","male_high_school_grad","B15002_002","Male residents aged 25 and older who graduated from high school (count)","Male residents aged 25 and older who graduated from high school (proportion of male residents aged 25 and older)",TRUE,"2019"
"1193","B15002_015","male_bachelors_degree","B15002_002","Male residents aged 25 and older with a bachelor's degree (count)","Male residents aged 25 and older with a bachelor's degree (proportion of male residents aged 25 and older)",TRUE,"2019"
"1194","B15002_019","female_pop_25_and_over","","Male Residents aged 25 and older (count)","",TRUE,"2019"
"1195","B15002_028","female_high_school_grad","B15002_019","Male residents aged 25 and older who graduated from high school (count)","Male residents aged 25 and older who graduated from high school (proportion of male residents aged 25 and older)",TRUE,"2019"
"1196","B15002_032","female_bachelors_degree","B15002_019","Male residents aged 25 and older with a bachelor's degree (count)","Male residents aged 25 and older with a bachelor's degree (proportion of male residents aged 25 and older)",TRUE,"2019"
"1197","B15003_001","pop_25_and_over","","Residents aged 25 and older (count)","",TRUE,"2019"
"1198","B15003_002","no_education","B15003_001","Residents with no education (count)","Residents with no education (proportion of residents aged 25 and older)",TRUE,"2019"
"1199","B15003_003","pre_school","B15003_001","Residents with pre-school education (count)","Residents with pre-school education (proportion of residents aged 25 and older)",TRUE,"2019"
"1200","B15003_004","kindergarten","B15003_001","Residents with kingdergarten education (count)","Residents with kingdergarten education (proportion of residents aged 25 and older)",TRUE,"2019"
"1201","B15003_005","first_grade","B15003_001","Residents with first grade education (count)","Residents with first grade education (proportion of residents aged 25 and older)",TRUE,"2019"
"1202","B15003_006","second_grade","B15003_001","Residents with second grade education (count)","Residents with second grade education (proportion of residents aged 25 and older)",TRUE,"2019"
"1203","B15003_007","third_grade","B15003_001","Residents with third grade education (count)","Residents with third grade education (proportion of residents aged 25 and older)",TRUE,"2019"
"1204","B15003_008","fourth_grade","B15003_001","Residents with fourth grade education (count)","Residents with fourth grade education (proportion of residents aged 25 and older)",TRUE,"2019"
"1205","B15003_009","fifth_grade","B15003_001","Residents with fifth grade education (count)","Residents with fifth grade education (proportion of residents aged 25 and older)",TRUE,"2019"
"1206","B15003_010","sixth_grade","B15003_001","Residents with sixth grade education (count)","Residents with sixth grade education (proportion of residents aged 25 and older)",TRUE,"2019"
"1207","B15003_011","seventh_grade","B15003_001","Residents with seventh grade education (count)","Residents with seventh grade education (proportion of residents aged 25 and older)",TRUE,"2019"
"1208","B15003_012","eighth_grade","B15003_001","Residents with eighth grade education (count)","Residents with eighth grade education (proportion of residents aged 25 and older)",TRUE,"2019"
"1209","B15003_013","ninth_grade","B15003_001","Residents with ninth grade education (count)","Residents with ninth grade education (proportion of residents aged 25 and older)",TRUE,"2019"
"1210","B15003_014","tenth_grade","B15003_001","Residents with tenth grade education (count)","Residents with tenth grade education (proportion of residents aged 25 and older)",TRUE,"2019"
"1211","B15003_015","eleventh_grade","B15003_001","Residents with eleventh grade education (count)","Residents with eleventh grade education (proportion of residents aged 25 and older)",TRUE,"2019"
"1212","B15003_016","twelfth_grade_no_diploma","B15003_001","Residents with twelfth grade education (count)","Residents with twelfth grade education (proportion of residents aged 25 and older)",TRUE,"2019"
"1213","B15003_017","high_school_grad","B15003_001","Residents with high school graduation education (count)","Residents with high school graduation education (proportion of residents aged 25 and older)",TRUE,"2019"
"1214","B15003_018","ged_or_alt_diploma","B15003_001","Residents with GED or Alt diploma (count)","Residents with GED or Alt diploma (proportion of residents aged 25 and older)",TRUE,"2019"
"1215","B15003_019","some_college_less_than_1_year","B15003_001","Residents with some college education of less than 1 year (count)","Residents with some college education of less than 1 year (proportion of residents aged 25 and older)",TRUE,"2019"
"1216","B15003_020","some_college_1_year_or_more","B15003_001","Residents with some college education of greater or equal to 1 year (count)","Residents with some college education of greater or equal to 1 year (proportion of residents aged 25 and older)",TRUE,"2019"
"1217","B15003_021","associates_degree","B15003_001","Residents with associates degrees (count)","Residents with associates degrees (proportion of residents aged 25 and older)",TRUE,"2019"
"1218","B15003_022","bachelors_degree","B15003_001","Residents with bachelors degrees (count)","Residents with bachelors degrees (proportion of residents aged 25 and older)",TRUE,"2019"
"1219","B15003_023","masters_degree","B15003_001","Residents with masters degrees (count)","Residents with masters degrees (proportion of residents aged 25 and older)",TRUE,"2019"
"1220","B15003_024","professional_degree","B15003_001","Residents with professional degrees (count)","Residents with professional degrees (proportion of residents aged 25 and older)",TRUE,"2019"
"1221","B15003_025","doctoral_degree","B15003_001","Residents with doctoral degrees (count)","Residents with doctoral degrees (proportion of residents aged 25 and older)",TRUE,"2019"
"1222","B16005_001","total_ages_5_up","","Population 5 years and over","",TRUE,"2019"
"1223","B16005_004","native_born_spanish","","Native born persons (ages 5+) who speak Spanish (count)","",TRUE,"2019"
"1224","B16005_007","ntv_sp_lmt_eng_notwell","B16005_004","Native-born persons (age 5+) who speak Spanish and who spead English 'not well' (count)","Percent of native-born persons (age 5+) who speak Spanish and speak English 'not well' (proportion of all native-born persons (ages 5) who speak Spanish)",TRUE,"2019"
"1225","B16005_008","ntv_sp_lmt_eng_notatall","B16005_004","Native-born persons (age 5+) who speak Spanish and who speak English 'not at all' (count)","Percent of native-born persons (age 5+) who speak Spanish and speak English 'not at all' (proportion of all native-born persons (ages 5+) who speak Spanish)",TRUE,"2019"
"1226","B16005_009","native_born_indo_europe","","Native born persons (ages 5+) who speak Indo-European languages (count)","",TRUE,"2019"
"1227","B16005_012","ntv_ie_lmt_eng_notwell","B16005_009","Native-born persons (age 5+) who speak Indo-European languages and speak English not well (count)","Percent of native born persons (age 5+) who speak Indo-European languages and speak English 'not well' (proportion of all persons (ages 5+) who speak Indo-European languages)",TRUE,"2019"
"1228","B16005_013","ntv_ie_lmt_eng_notatall","B16005_009","Native-born persons (age 5+) who speak Indo-European languages and speak English not at all (count)","Percent of native born persons (age 5+) who speak Indo-European languages and speak English 'not at all' (proportion of all persons (ages 5+) who speak Indo-European languages)",TRUE,"2019"
"1229","B16005_014","native_born_asian_pi","","Native born persons (ages 5+) who speak Asian and Pacific Islander languages (count)","",TRUE,"2019"
"1230","B16005_017","ntv_api_lmt_en_notwell","B16005_014","Native-born persons (age 5+) who speak Asian and Pacific Island languages and speak English 'not well' (count)","Percent of native born persons (age 5+) who speak Asian and Pacific Islander languages and speak English 'not well' (proportion of all native born persons (ages 5+) who speak Asian and Pacific Islander languages)",TRUE,"2019"
"1231","B16005_018","ntv_api_lmt_en_notatall","B16005_014","Native-born persons (age 5+) who speak Asian and Pacific Island languages and speak English 'not at all' (count)","Percent of native-born persons (age 5+) who speak Asian and Pacific Island languages and speak English 'not at all' (proportion of native-born persons (ages 5+) who speak Asian and Pacific Islander languages)",TRUE,"2019"
"1232","B16005_019","native_born_other","","Native born persons (ages 5+) who speak other languages (count)","",TRUE,"2019"
"1233","B16005_022","ntv_oth_lmt_en_notwell","B16005_019","Native-born persons (age 5+) who speak other languages and speak English 'not well' (count)","Percent , native-born persons (age 5+) who speak other languages and speak English 'not well' (proportion of native-born persons (ages 5+) who speak other languages)",TRUE,"2019"
"1234","B16005_023","ntv_oth_lmt_en_notatall","B16005_019","Native-born persons (age 5+) who speak other languages and speak English 'not at all' (count)","Percent of native-born persons (age 5+) who speak other languages and speak English 'not at all' (proportin of native-born persons (ages 5+) who speak other languages)",TRUE,"2019"
"1235","B16005_024","total_foreign_born","B16005_001","Total foreign born population ages 5+ (count)","Percent of foreign born persons (proportion of all resdients ages 5 and older)",TRUE,"2019"
"1236","B16005_026","total_fb_spanish","B16005_024","Total foreign born population (ages 5+) who speak Spanish (count)","Percent of foreign born persons (age 5+) who speak spanish (proportion of all foreign born population ages 5+)",TRUE,"2019"
"1237","B16005_029","fb_sp_lmt_eng_notwell","B16005_026","Foreign-born persons (age 5+) who speak Spanish and who spead English 'not well' (count)","Percent of foreign-born persons (age 5+) who speak Spanish and who spead English 'not well' (proportion of foreign-born persons (ages 5+) who speak Spanish)",TRUE,"2019"
"1238","B16005_030","fb_sp_lmt_eng_notatall","B16005_026","Foreign-born persons (age 5+) who speak Spanish and who speak English 'not at all' (count)","Percent of foreign-born persons (age 5+) who speak Spanish and who speak English 'not at all' (proportion of foreign-born persons (ages 5+) who speak Spanish)",TRUE,"2019"
"1239","B16005_031","total_tb_indo_europe","B16005_024","Total foreign born population (ages 5+) who speak Indo-Eropean languages (count)","Percent of foreign born persons (age 5+) who speak Indo-Eropean languages (proportion of all foreign born population)",TRUE,"2019"
"1240","B16005_034","fb_ie_lmt_eng_notwell","B16005_031","Foreign-born persons (age 5+) who speak Indo-European languages and speak English not well (count)","Percent of foreign-born persons (age 5+) who speak Indo-European languages and speak English 'not well' (proportion of foreign-born persons (ages 5+) who speak Indo-European languages)",TRUE,"2019"
